"ball","team","batsman","bowler","nonStriker","byes","legbyes","noballs","wides","nonBoundary","penalty","runs","extras","totalRuns","wicketFielder","wicketKind","wicketPlayerOut","replacementIn","replacementOut","replacementReason","replacementTeam","date","matchType","overs","venue","team1","team2","winner","result","gender"
"2nd.4.3","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.4.4","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.4.5","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.4.6","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.5.1","Mumbai Indians","RG Sharma","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.5.2","Mumbai Indians","RG Sharma","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.5.3","Mumbai Indians","RG Sharma","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.5.4","Mumbai Indians","RG Sharma","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.5.5","Mumbai Indians","RG Sharma","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.5.6","Mumbai Indians","RG Sharma","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.6.1","Mumbai Indians","RD Rickelton","SP Narine","RG Sharma",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.6.2","Mumbai Indians","RG Sharma","SP Narine","RD Rickelton",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.6.3","Mumbai Indians","RG Sharma","SP Narine","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.6.4","Mumbai Indians","RD Rickelton","SP Narine","RG Sharma",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.6.5","Mumbai Indians","RD Rickelton","SP Narine","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.6.6","Mumbai Indians","RD Rickelton","SP Narine","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.7.1","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.7.2","Mumbai Indians","RD Rickelton","CV Varun","RG Sharma",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.7.3","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.7.4","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.7.5","Mumbai Indians","RD Rickelton","CV Varun","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.7.6","Mumbai Indians","RD Rickelton","CV Varun","RG Sharma",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.8.1","Mumbai Indians","RD Rickelton","SP Narine","RG Sharma",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.8.2","Mumbai Indians","RD Rickelton","SP Narine","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.8.3","Mumbai Indians","RD Rickelton","SP Narine","RG Sharma",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.8.4","Mumbai Indians","RD Rickelton","SP Narine","RG Sharma",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.8.5","Mumbai Indians","RG Sharma","SP Narine","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.8.6","Mumbai Indians","RD Rickelton","SP Narine","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.9.1","Mumbai Indians","RG Sharma","Kartik Tyagi","RD Rickelton",0,0,1,0,0,0,1,1,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.9.2","Mumbai Indians","RD Rickelton","Kartik Tyagi","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.9.3","Mumbai Indians","RD Rickelton","Kartik Tyagi","RG Sharma",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.9.4","Mumbai Indians","RD Rickelton","Kartik Tyagi","RG Sharma",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.9.5","Mumbai Indians","RG Sharma","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.9.6","Mumbai Indians","RG Sharma","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.9.7","Mumbai Indians","RD Rickelton","Kartik Tyagi","RG Sharma",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.10.1","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.10.2","Mumbai Indians","RD Rickelton","CV Varun","RG Sharma",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.10.3","Mumbai Indians","RD Rickelton","CV Varun","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.10.4","Mumbai Indians","RD Rickelton","CV Varun","RG Sharma",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.10.5","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.10.6","Mumbai Indians","RD Rickelton","CV Varun","RG Sharma",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.11.1","Mumbai Indians","RG Sharma","VG Arora","RD Rickelton",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.11.2","Mumbai Indians","RG Sharma","VG Arora","RD Rickelton",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.11.3","Mumbai Indians","RG Sharma","VG Arora","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.11.4","Mumbai Indians","RD Rickelton","VG Arora","RG Sharma",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.11.5","Mumbai Indians","RG Sharma","VG Arora","RD Rickelton",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.11.6","Mumbai Indians","RG Sharma","VG Arora","RD Rickelton",0,0,0,0,0,0,0,0,0,"AS Roy","caught","RG Sharma","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.11.7","Mumbai Indians","SA Yadav","VG Arora","RD Rickelton",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","SA Yadav","JJ Bumrah","impact_player","Mumbai Indians",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.12.1","Mumbai Indians","RD Rickelton","AS Roy","SA Yadav",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.12.2","Mumbai Indians","RD Rickelton","AS Roy","SA Yadav",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.12.3","Mumbai Indians","SA Yadav","AS Roy","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.12.4","Mumbai Indians","RD Rickelton","AS Roy","SA Yadav",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.12.5","Mumbai Indians","SA Yadav","AS Roy","RD Rickelton",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.12.6","Mumbai Indians","SA Yadav","AS Roy","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.12.7","Mumbai Indians","RD Rickelton","AS Roy","SA Yadav",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.13.1","Mumbai Indians","SA Yadav","CV Varun","RD Rickelton",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.13.2","Mumbai Indians","SA Yadav","CV Varun","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.13.3","Mumbai Indians","RD Rickelton","CV Varun","SA Yadav",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.13.4","Mumbai Indians","SA Yadav","CV Varun","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.13.5","Mumbai Indians","RD Rickelton","CV Varun","SA Yadav",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.13.6","Mumbai Indians","RD Rickelton","CV Varun","SA Yadav",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.13.7","Mumbai Indians","RD Rickelton","CV Varun","SA Yadav",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.14.1","Mumbai Indians","SA Yadav","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.14.2","Mumbai Indians","SA Yadav","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,0,0,0,"RK Singh","caught","SA Yadav","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.14.3","Mumbai Indians","Tilak Varma","Kartik Tyagi","RD Rickelton",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
