"ball","team","batsman","bowler","nonStriker","byes","legbyes","noballs","wides","nonBoundary","penalty","runs","extras","totalRuns","wicketFielder","wicketKind","wicketPlayerOut","replacementIn","replacementOut","replacementReason","replacementTeam","date","matchType","overs","venue","team1","team2","winner","result","gender"
"1st.9.4","Kolkata Knight Riders","A Raghuvanshi","TA Boult","AM Rahane",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.9.5","Kolkata Knight Riders","A Raghuvanshi","TA Boult","AM Rahane",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.9.6","Kolkata Knight Riders","AM Rahane","TA Boult","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.10.1","Kolkata Knight Riders","AM Rahane","AM Ghazanfar","A Raghuvanshi",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.10.2","Kolkata Knight Riders","AM Rahane","AM Ghazanfar","A Raghuvanshi",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.10.3","Kolkata Knight Riders","AM Rahane","AM Ghazanfar","A Raghuvanshi",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.10.4","Kolkata Knight Riders","AM Rahane","AM Ghazanfar","A Raghuvanshi",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.10.5","Kolkata Knight Riders","AM Rahane","AM Ghazanfar","A Raghuvanshi",0,1,0,0,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.10.6","Kolkata Knight Riders","A Raghuvanshi","AM Ghazanfar","AM Rahane",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.11.1","Kolkata Knight Riders","AM Rahane","JJ Bumrah","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.11.2","Kolkata Knight Riders","A Raghuvanshi","JJ Bumrah","AM Rahane",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.11.3","Kolkata Knight Riders","AM Rahane","JJ Bumrah","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.11.4","Kolkata Knight Riders","A Raghuvanshi","JJ Bumrah","AM Rahane",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.11.5","Kolkata Knight Riders","A Raghuvanshi","JJ Bumrah","AM Rahane",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.11.6","Kolkata Knight Riders","AM Rahane","JJ Bumrah","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.12.1","Kolkata Knight Riders","AM Rahane","TA Boult","A Raghuvanshi",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.12.2","Kolkata Knight Riders","AM Rahane","TA Boult","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.12.3","Kolkata Knight Riders","A Raghuvanshi","TA Boult","AM Rahane",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.12.4","Kolkata Knight Riders","A Raghuvanshi","TA Boult","AM Rahane",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.12.5","Kolkata Knight Riders","A Raghuvanshi","TA Boult","AM Rahane",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.12.6","Kolkata Knight Riders","A Raghuvanshi","TA Boult","AM Rahane",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.13.1","Kolkata Knight Riders","A Raghuvanshi","SN Thakur","AM Rahane",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.13.2","Kolkata Knight Riders","A Raghuvanshi","SN Thakur","AM Rahane",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.13.3","Kolkata Knight Riders","AM Rahane","SN Thakur","A Raghuvanshi",0,0,0,0,0,0,0,0,0,"HH Pandya","caught","AM Rahane","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.13.4","Kolkata Knight Riders","RK Singh","SN Thakur","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.13.5","Kolkata Knight Riders","A Raghuvanshi","SN Thakur","RK Singh",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.13.6","Kolkata Knight Riders","A Raghuvanshi","SN Thakur","RK Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.14.1","Kolkata Knight Riders","RK Singh","AM Ghazanfar","A Raghuvanshi",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.14.2","Kolkata Knight Riders","RK Singh","AM Ghazanfar","A Raghuvanshi",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.14.3","Kolkata Knight Riders","RK Singh","AM Ghazanfar","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.14.4","Kolkata Knight Riders","A Raghuvanshi","AM Ghazanfar","RK Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.14.5","Kolkata Knight Riders","A Raghuvanshi","AM Ghazanfar","RK Singh",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.14.6","Kolkata Knight Riders","A Raghuvanshi","AM Ghazanfar","RK Singh",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.15.1","Kolkata Knight Riders","RK Singh","TA Boult","A Raghuvanshi",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.15.2","Kolkata Knight Riders","RK Singh","TA Boult","A Raghuvanshi",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.15.3","Kolkata Knight Riders","RK Singh","TA Boult","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.15.4","Kolkata Knight Riders","A Raghuvanshi","TA Boult","RK Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.15.5","Kolkata Knight Riders","RK Singh","TA Boult","A Raghuvanshi",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.15.6","Kolkata Knight Riders","RK Singh","TA Boult","A Raghuvanshi",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.15.7","Kolkata Knight Riders","RK Singh","TA Boult","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.16.1","Kolkata Knight Riders","RK Singh","SN Thakur","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.16.2","Kolkata Knight Riders","A Raghuvanshi","SN Thakur","RK Singh",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.16.3","Kolkata Knight Riders","A Raghuvanshi","SN Thakur","RK Singh",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.16.4","Kolkata Knight Riders","A Raghuvanshi","SN Thakur","RK Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.16.5","Kolkata Knight Riders","RK Singh","SN Thakur","A Raghuvanshi",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.16.6","Kolkata Knight Riders","RK Singh","SN Thakur","A Raghuvanshi",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.17.1","Kolkata Knight Riders","A Raghuvanshi","JJ Bumrah","RK Singh",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.17.2","Kolkata Knight Riders","A Raghuvanshi","JJ Bumrah","RK Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.17.3","Kolkata Knight Riders","A Raghuvanshi","JJ Bumrah","RK Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.17.4","Kolkata Knight Riders","RK Singh","JJ Bumrah","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.17.5","Kolkata Knight Riders","A Raghuvanshi","JJ Bumrah","RK Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.17.6","Kolkata Knight Riders","RK Singh","JJ Bumrah","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.18.1","Kolkata Knight Riders","RK Singh","HH Pandya","A Raghuvanshi",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.18.2","Kolkata Knight Riders","A Raghuvanshi","HH Pandya","RK Singh",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.18.3","Kolkata Knight Riders","A Raghuvanshi","HH Pandya","RK Singh",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.18.4","Kolkata Knight Riders","A Raghuvanshi","HH Pandya","RK Singh",0,0,0,0,0,0,0,0,0,"Tilak Varma","caught","A Raghuvanshi","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.18.5","Kolkata Knight Riders","Ramandeep Singh","HH Pandya","RK Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.18.6","Kolkata Knight Riders","RK Singh","HH Pandya","Ramandeep Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.18.7","Kolkata Knight Riders","Ramandeep Singh","HH Pandya","RK Singh",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.19.1","Kolkata Knight Riders","RK Singh","JJ Bumrah","Ramandeep Singh",0,0,1,0,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.19.2","Kolkata Knight Riders","RK Singh","JJ Bumrah","Ramandeep Singh",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.19.3","Kolkata Knight Riders","RK Singh","JJ Bumrah","Ramandeep Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.19.4","Kolkata Knight Riders","Ramandeep Singh","JJ Bumrah","RK Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.19.5","Kolkata Knight Riders","RK Singh","JJ Bumrah","Ramandeep Singh",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.19.6","Kolkata Knight Riders","RK Singh","JJ Bumrah","Ramandeep Singh",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.19.7","Kolkata Knight Riders","RK Singh","JJ Bumrah","Ramandeep Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"1st.19.8","Kolkata Knight Riders","Ramandeep Singh","JJ Bumrah","RK Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.0.1","Mumbai Indians","RD Rickelton","VG Arora","RG Sharma",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","Kartik Tyagi","FH Allen","impact_player","Kolkata Knight Riders",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.0.2","Mumbai Indians","RG Sharma","VG Arora","RD Rickelton",0,1,0,0,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.0.3","Mumbai Indians","RD Rickelton","VG Arora","RG Sharma",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.0.4","Mumbai Indians","RD Rickelton","VG Arora","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.0.5","Mumbai Indians","RD Rickelton","VG Arora","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.0.6","Mumbai Indians","RD Rickelton","VG Arora","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.1.1","Mumbai Indians","RG Sharma","B Muzarabani","RD Rickelton",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.1.2","Mumbai Indians","RG Sharma","B Muzarabani","RD Rickelton",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.1.3","Mumbai Indians","RG Sharma","B Muzarabani","RD Rickelton",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.1.4","Mumbai Indians","RG Sharma","B Muzarabani","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.1.5","Mumbai Indians","RD Rickelton","B Muzarabani","RG Sharma",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.1.6","Mumbai Indians","RD Rickelton","B Muzarabani","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.2.1","Mumbai Indians","RG Sharma","VG Arora","RD Rickelton",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.2.2","Mumbai Indians","RG Sharma","VG Arora","RD Rickelton",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.2.3","Mumbai Indians","RG Sharma","VG Arora","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.2.4","Mumbai Indians","RD Rickelton","VG Arora","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.2.5","Mumbai Indians","RD Rickelton","VG Arora","RG Sharma",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.2.6","Mumbai Indians","RD Rickelton","VG Arora","RG Sharma",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.3.1","Mumbai Indians","RG Sharma","B Muzarabani","RD Rickelton",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.3.2","Mumbai Indians","RG Sharma","B Muzarabani","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.3.3","Mumbai Indians","RD Rickelton","B Muzarabani","RG Sharma",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.3.4","Mumbai Indians","RG Sharma","B Muzarabani","RD Rickelton",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.3.5","Mumbai Indians","RD Rickelton","B Muzarabani","RG Sharma",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.3.6","Mumbai Indians","RD Rickelton","B Muzarabani","RG Sharma",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.4.1","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
"2nd.4.2","Mumbai Indians","RG Sharma","CV Varun","RD Rickelton",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-29,"T20",20,"Wankhede Stadium, Mumbai","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","NA","male"
