"ball","team","batsman","bowler","nonStriker","byes","legbyes","noballs","wides","nonBoundary","penalty","runs","extras","totalRuns","wicketFielder","wicketKind","wicketPlayerOut","replacementIn","replacementOut","replacementReason","replacementTeam","date","matchType","overs","venue","team1","team2","winner","result","gender"
"1st.2.7","Gujarat Titans","Shubman Gill","Arshdeep Singh","B Sai Sudharsan",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.3.1","Gujarat Titans","B Sai Sudharsan","M Jansen","Shubman Gill",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.3.2","Gujarat Titans","Shubman Gill","M Jansen","B Sai Sudharsan",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.3.3","Gujarat Titans","B Sai Sudharsan","M Jansen","Shubman Gill",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.3.4","Gujarat Titans","B Sai Sudharsan","M Jansen","Shubman Gill",0,0,0,0,0,0,0,0,0,"SS Iyer","caught","B Sai Sudharsan","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.3.5","Gujarat Titans","JC Buttler","M Jansen","Shubman Gill",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.3.6","Gujarat Titans","JC Buttler","M Jansen","Shubman Gill",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.4.1","Gujarat Titans","Shubman Gill","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.4.2","Gujarat Titans","Shubman Gill","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.4.3","Gujarat Titans","JC Buttler","Vijaykumar Vyshak","Shubman Gill",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.4.4","Gujarat Titans","JC Buttler","Vijaykumar Vyshak","Shubman Gill",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.4.5","Gujarat Titans","Shubman Gill","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.4.6","Gujarat Titans","Shubman Gill","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.5.1","Gujarat Titans","JC Buttler","M Jansen","Shubman Gill",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.5.2","Gujarat Titans","Shubman Gill","M Jansen","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.5.3","Gujarat Titans","JC Buttler","M Jansen","Shubman Gill",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.5.4","Gujarat Titans","JC Buttler","M Jansen","Shubman Gill",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.5.5","Gujarat Titans","JC Buttler","M Jansen","Shubman Gill",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.5.6","Gujarat Titans","JC Buttler","M Jansen","Shubman Gill",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.6.1","Gujarat Titans","JC Buttler","Vijaykumar Vyshak","Shubman Gill",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.6.2","Gujarat Titans","Shubman Gill","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.6.3","Gujarat Titans","JC Buttler","Vijaykumar Vyshak","Shubman Gill",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.6.4","Gujarat Titans","JC Buttler","Vijaykumar Vyshak","Shubman Gill",0,1,0,0,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.6.5","Gujarat Titans","Shubman Gill","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.6.6","Gujarat Titans","Shubman Gill","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.7.1","Gujarat Titans","JC Buttler","YS Chahal","Shubman Gill",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.7.2","Gujarat Titans","Shubman Gill","YS Chahal","JC Buttler",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.7.3","Gujarat Titans","Shubman Gill","YS Chahal","JC Buttler",0,1,0,0,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.7.4","Gujarat Titans","JC Buttler","YS Chahal","Shubman Gill",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.7.5","Gujarat Titans","Shubman Gill","YS Chahal","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.7.6","Gujarat Titans","JC Buttler","YS Chahal","Shubman Gill",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.8.1","Gujarat Titans","JC Buttler","XC Bartlett","Shubman Gill",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.8.2","Gujarat Titans","JC Buttler","XC Bartlett","Shubman Gill",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.8.3","Gujarat Titans","JC Buttler","XC Bartlett","Shubman Gill",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.8.4","Gujarat Titans","Shubman Gill","XC Bartlett","JC Buttler",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.8.5","Gujarat Titans","Shubman Gill","XC Bartlett","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.8.6","Gujarat Titans","JC Buttler","XC Bartlett","Shubman Gill",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.9.1","Gujarat Titans","Shubman Gill","YS Chahal","JC Buttler",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.9.2","Gujarat Titans","Shubman Gill","YS Chahal","JC Buttler",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.9.3","Gujarat Titans","Shubman Gill","YS Chahal","JC Buttler",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.9.4","Gujarat Titans","Shubman Gill","YS Chahal","JC Buttler",0,0,0,0,0,0,0,0,0,"C Connolly","caught","Shubman Gill","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.9.5","Gujarat Titans","GD Phillips","YS Chahal","JC Buttler",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.9.6","Gujarat Titans","GD Phillips","YS Chahal","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.9.7","Gujarat Titans","JC Buttler","YS Chahal","GD Phillips",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.10.1","Gujarat Titans","GD Phillips","M Jansen","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.10.2","Gujarat Titans","JC Buttler","M Jansen","GD Phillips",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.10.3","Gujarat Titans","GD Phillips","M Jansen","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.10.4","Gujarat Titans","JC Buttler","M Jansen","GD Phillips",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.10.5","Gujarat Titans","GD Phillips","M Jansen","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.10.6","Gujarat Titans","JC Buttler","M Jansen","GD Phillips",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.11.1","Gujarat Titans","GD Phillips","YS Chahal","JC Buttler",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.11.2","Gujarat Titans","GD Phillips","YS Chahal","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.11.3","Gujarat Titans","JC Buttler","YS Chahal","GD Phillips",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.11.4","Gujarat Titans","JC Buttler","YS Chahal","GD Phillips",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.11.5","Gujarat Titans","GD Phillips","YS Chahal","JC Buttler",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.11.6","Gujarat Titans","GD Phillips","YS Chahal","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.12.1","Gujarat Titans","GD Phillips","XC Bartlett","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.12.2","Gujarat Titans","JC Buttler","XC Bartlett","GD Phillips",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.12.3","Gujarat Titans","JC Buttler","XC Bartlett","GD Phillips",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.12.4","Gujarat Titans","JC Buttler","XC Bartlett","GD Phillips",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.12.5","Gujarat Titans","GD Phillips","XC Bartlett","JC Buttler",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.12.6","Gujarat Titans","GD Phillips","XC Bartlett","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.13.1","Gujarat Titans","GD Phillips","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.13.2","Gujarat Titans","JC Buttler","Vijaykumar Vyshak","GD Phillips",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.13.3","Gujarat Titans","GD Phillips","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.13.4","Gujarat Titans","GD Phillips","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.13.5","Gujarat Titans","GD Phillips","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.13.6","Gujarat Titans","GD Phillips","Vijaykumar Vyshak","JC Buttler",0,0,0,0,0,0,0,0,0,"M Jansen","caught","GD Phillips","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
