"ball","team","batsman","bowler","nonStriker","byes","legbyes","noballs","wides","nonBoundary","penalty","runs","extras","totalRuns","wicketFielder","wicketKind","wicketPlayerOut","replacementIn","replacementOut","replacementReason","replacementTeam","date","matchType","overs","venue","team1","team2","winner","result","gender"
"1st.14.1","Gujarat Titans","JC Buttler","Arshdeep Singh","Washington Sundar",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.14.2","Gujarat Titans","Washington Sundar","Arshdeep Singh","JC Buttler",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.14.3","Gujarat Titans","Washington Sundar","Arshdeep Singh","JC Buttler",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.14.4","Gujarat Titans","Washington Sundar","Arshdeep Singh","JC Buttler",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.14.5","Gujarat Titans","Washington Sundar","Arshdeep Singh","JC Buttler",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.14.6","Gujarat Titans","Washington Sundar","Arshdeep Singh","JC Buttler",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.14.7","Gujarat Titans","Washington Sundar","Arshdeep Singh","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.15.1","Gujarat Titans","Washington Sundar","YS Chahal","JC Buttler",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.15.2","Gujarat Titans","JC Buttler","YS Chahal","Washington Sundar",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.15.3","Gujarat Titans","JC Buttler","YS Chahal","Washington Sundar",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.15.4","Gujarat Titans","JC Buttler","YS Chahal","Washington Sundar",0,0,0,0,0,0,0,0,0,"XC Bartlett","caught","JC Buttler","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.15.5","Gujarat Titans","M Shahrukh Khan","YS Chahal","Washington Sundar",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.15.6","Gujarat Titans","Washington Sundar","YS Chahal","M Shahrukh Khan",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.16.1","Gujarat Titans","Washington Sundar","M Jansen","M Shahrukh Khan",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","Priyansh Arya","YS Chahal","impact_player","Punjab Kings",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.16.2","Gujarat Titans","M Shahrukh Khan","M Jansen","Washington Sundar",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.16.3","Gujarat Titans","Washington Sundar","M Jansen","M Shahrukh Khan",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.16.4","Gujarat Titans","M Shahrukh Khan","M Jansen","Washington Sundar",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.16.5","Gujarat Titans","Washington Sundar","M Jansen","M Shahrukh Khan",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.16.6","Gujarat Titans","Washington Sundar","M Jansen","M Shahrukh Khan",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.17.1","Gujarat Titans","M Shahrukh Khan","XC Bartlett","Washington Sundar",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.17.2","Gujarat Titans","Washington Sundar","XC Bartlett","M Shahrukh Khan",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.17.3","Gujarat Titans","Washington Sundar","XC Bartlett","M Shahrukh Khan",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.17.4","Gujarat Titans","Washington Sundar","XC Bartlett","M Shahrukh Khan",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.17.5","Gujarat Titans","Washington Sundar","XC Bartlett","M Shahrukh Khan",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.17.6","Gujarat Titans","Washington Sundar","XC Bartlett","M Shahrukh Khan",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.17.7","Gujarat Titans","M Shahrukh Khan","XC Bartlett","Washington Sundar",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.18.1","Gujarat Titans","Washington Sundar","Vijaykumar Vyshak","M Shahrukh Khan",0,0,0,0,0,0,0,0,0,"Arshdeep Singh","caught","Washington Sundar","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.18.2","Gujarat Titans","R Tewatia","Vijaykumar Vyshak","M Shahrukh Khan",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.18.3","Gujarat Titans","R Tewatia","Vijaykumar Vyshak","M Shahrukh Khan",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.18.4","Gujarat Titans","R Tewatia","Vijaykumar Vyshak","M Shahrukh Khan",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.18.5","Gujarat Titans","R Tewatia","Vijaykumar Vyshak","M Shahrukh Khan",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.18.6","Gujarat Titans","R Tewatia","Vijaykumar Vyshak","M Shahrukh Khan",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.18.7","Gujarat Titans","M Shahrukh Khan","Vijaykumar Vyshak","R Tewatia",0,0,0,0,0,0,0,0,0,"Arshdeep Singh","caught","M Shahrukh Khan","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.19.1","Gujarat Titans","R Tewatia","Arshdeep Singh","Rashid Khan",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.19.2","Gujarat Titans","R Tewatia","Arshdeep Singh","Rashid Khan",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.19.3","Gujarat Titans","R Tewatia","Arshdeep Singh","Rashid Khan",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.19.4","Gujarat Titans","R Tewatia","Arshdeep Singh","Rashid Khan",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.19.5","Gujarat Titans","R Tewatia","Arshdeep Singh","Rashid Khan",0,0,1,0,0,0,1,1,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.19.6","Gujarat Titans","Rashid Khan","Arshdeep Singh","R Tewatia",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.19.7","Gujarat Titans","Rashid Khan","Arshdeep Singh","R Tewatia",0,0,0,2,0,0,0,2,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.19.8","Gujarat Titans","R Tewatia","Arshdeep Singh","Rashid Khan",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.19.9","Gujarat Titans","R Tewatia","Arshdeep Singh","Rashid Khan",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"1st.19.1","Gujarat Titans","Rashid Khan","Arshdeep Singh","R Tewatia",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.0.1","Punjab Kings","Priyansh Arya","Mohammed Siraj","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","M Prasidh Krishna","M Shahrukh Khan","impact_player","Gujarat Titans",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.0.2","Punjab Kings","Priyansh Arya","Mohammed Siraj","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.0.3","Punjab Kings","Priyansh Arya","Mohammed Siraj","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.0.4","Punjab Kings","Priyansh Arya","Mohammed Siraj","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.0.5","Punjab Kings","Priyansh Arya","Mohammed Siraj","P Simran Singh",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.0.6","Punjab Kings","Priyansh Arya","Mohammed Siraj","P Simran Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.1.1","Punjab Kings","Priyansh Arya","K Rabada","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.1.2","Punjab Kings","Priyansh Arya","K Rabada","P Simran Singh",0,0,0,0,0,0,0,0,0,"Ashok Sharma","caught","Priyansh Arya","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.1.3","Punjab Kings","C Connolly","K Rabada","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.1.4","Punjab Kings","C Connolly","K Rabada","P Simran Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.1.5","Punjab Kings","P Simran Singh","K Rabada","C Connolly",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.1.6","Punjab Kings","C Connolly","K Rabada","P Simran Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.2.1","Punjab Kings","C Connolly","Mohammed Siraj","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.2.2","Punjab Kings","C Connolly","Mohammed Siraj","P Simran Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.2.3","Punjab Kings","P Simran Singh","Mohammed Siraj","C Connolly",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.2.4","Punjab Kings","P Simran Singh","Mohammed Siraj","C Connolly",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.2.5","Punjab Kings","C Connolly","Mohammed Siraj","P Simran Singh",0,0,0,0,0,0,2,0,2,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.2.6","Punjab Kings","C Connolly","Mohammed Siraj","P Simran Singh",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.3.1","Punjab Kings","P Simran Singh","K Rabada","C Connolly",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.3.2","Punjab Kings","P Simran Singh","K Rabada","C Connolly",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.3.3","Punjab Kings","P Simran Singh","K Rabada","C Connolly",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.3.4","Punjab Kings","P Simran Singh","K Rabada","C Connolly",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.3.5","Punjab Kings","C Connolly","K Rabada","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.3.6","Punjab Kings","C Connolly","K Rabada","P Simran Singh",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.4.1","Punjab Kings","P Simran Singh","Ashok Sharma","C Connolly",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.4.2","Punjab Kings","C Connolly","Ashok Sharma","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.4.3","Punjab Kings","C Connolly","Ashok Sharma","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.4.4","Punjab Kings","C Connolly","Ashok Sharma","P Simran Singh",0,0,0,1,0,0,0,1,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.4.5","Punjab Kings","C Connolly","Ashok Sharma","P Simran Singh",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.4.6","Punjab Kings","C Connolly","Ashok Sharma","P Simran Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.4.7","Punjab Kings","P Simran Singh","Ashok Sharma","C Connolly",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.5.1","Punjab Kings","C Connolly","Rashid Khan","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.5.2","Punjab Kings","C Connolly","Rashid Khan","P Simran Singh",0,0,0,0,0,0,4,0,4,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.5.3","Punjab Kings","C Connolly","Rashid Khan","P Simran Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.5.4","Punjab Kings","P Simran Singh","Rashid Khan","C Connolly",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.5.5","Punjab Kings","P Simran Singh","Rashid Khan","C Connolly",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.5.6","Punjab Kings","P Simran Singh","Rashid Khan","C Connolly",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.6.1","Punjab Kings","C Connolly","Washington Sundar","P Simran Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.6.2","Punjab Kings","P Simran Singh","Washington Sundar","C Connolly",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.6.3","Punjab Kings","P Simran Singh","Washington Sundar","C Connolly",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.6.4","Punjab Kings","C Connolly","Washington Sundar","P Simran Singh",0,0,0,0,0,0,1,0,1,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.6.5","Punjab Kings","P Simran Singh","Washington Sundar","C Connolly",0,0,0,0,0,0,6,0,6,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.6.6","Punjab Kings","P Simran Singh","Washington Sundar","C Connolly",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
"2nd.7.1","Punjab Kings","C Connolly","Rashid Khan","P Simran Singh",0,0,0,0,0,0,0,0,0,"nobody","not-out","nobody","0","0","0","0",2026-03-31,"T20",20,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh","Gujarat Titans","Punjab Kings","Punjab Kings","NA","male"
